station_id,latitude,longitude,num_chargers,charger_speed,coverage
311709,43.01966188077989,-83.32169477891497,2.0,125.0,153388.78472706157
311613,41.41619830139183,-84.10499089014816,4.0,350.0,146779.17610872354
311587,42.18464893920972,-83.74172601109308,2.0,60.0,149458.6022384466
311586,42.5400152934009,-83.78877648936871,12.0,250.0,150542.73753766733
311585,42.42733150000629,-82.90891833438627,6.0,350.0,152103.99701625452
311581,30.18393867398157,-81.62541156086436,8.0,350.0,169327.78998358388
311579,33.47922772277374,-111.98561491929566,1.0,350.0,187809.91803861147
311578,39.05586437918734,-104.85310571754088,1.0,350.0,160573.63742879446
311577,35.4808394197364,-108.433538293779,1.0,350.0,172423.2556040314
311576,38.41137461248874,-96.2366737725612,1.0,350.0,144640.16190935837
311575,35.49790189661056,-80.56150457086042,4.0,350.0,153312.81414174143
311574,37.18401357570761,-77.3180918831336,1.0,350.0,166785.22356610224
311573,41.41679625863407,-84.10496337251186,1.0,350.0,146780.55381444635
311569,31.925446860260507,-81.3331418951143,1.0,400.0,161677.46604685433
311568,27.961213073149523,-82.7671794973801,4.0,150.0,178554.4479727843
311567,28.066317970134264,-82.73950409041777,4.0,150.0,177922.9104036705
311566,28.04260164512189,-82.67764269156174,8.0,150.0,178229.12528802795
311565,28.04077444575792,-82.50851136424468,4.0,150.0,178722.30025724083
311564,27.995425307968876,-82.48351328486353,6.0,150.0,179098.99200805774
311563,27.99688201987439,-82.55060219034677,6.0,150.0,178881.5711502666
311508,37.76891999999784,-122.4196599999998,12.0,320.0,220441.77258153292
311418,37.288538528018606,-121.78112113586168,1.0,350.0,217116.242857116
311417,39.91532375933673,-86.11032892406269,6.0,350.0,141703.88067331238
311416,34.24029395134224,-81.45859702174242,4.0,350.0,152534.25186714495
311415,45.23396638672571,-122.8104363663728,4.0,350.0,232839.4351347738
311413,27.791037815307646,-82.34189562495864,1.0,150.0,180993.5630062295
311403,33.93041471138152,-81.07722241752805,4.0,350.0,154680.95384015804
311402,35.57189742519469,-82.95587489466722,4.0,350.0,146341.7758368237
311401,29.49513556509029,-95.91121910369873,4.0,350.0,167131.43485540478
311400,30.559759429331464,-88.20561126664307,4.0,350.0,157492.55195005465
311377,34.42513946425062,-119.70576370458453,6.0,350.0,213684.81480681707
311325,48.18762603076519,-122.19930614977596,1.0,200.0,239739.70516947994
