station_id,latitude,longitude,num_chargers,charger_speed,coverage
311312,46.64174330922404,-122.9504899920414,2.0,240.0,237710.98048696225
311293,42.303934337288695,-74.27238198055977,1.0,7.2,185967.98485236405
311292,42.44298734261224,-76.50905970426822,1.0,7.2,175200.5448212812
311291,41.95454817359669,-75.27938221780994,1.0,7.2,179936.77324155002
311290,42.411672921057885,-73.26333658293544,1.0,120.0,191879.6652404634
311289,42.62486305041975,-73.70265286385518,1.0,240.0,189853.14571886972
311288,40.45715368712365,-74.39459608300285,1.0,240.0,182774.46298788808
311277,39.025733802725455,-94.24962996267745,1.0,400.0,142405.96804730478
311276,32.79321951069673,-97.05808559989504,1.0,400.0,155199.88449957437
311255,38.03633326655236,-78.51417960980038,1.0,25.0,160531.56112633037
311247,47.38668102427937,-122.18607816241465,1.0,150.0,236586.60460868521
311235,42.35764521282542,-88.06840312134125,1.0,150.0,146012.3076244834
311233,34.17519270988271,-82.02255955794413,1.0,150.0,151047.5026341592
311232,33.07665945170558,-116.59711187722712,1.0,62.0,205176.6941732255
311231,41.08445878794839,-111.97922098814816,1.0,350.0,180600.80371811666
311230,41.02832207997864,-77.52166789687607,1.0,350.0,167489.45173566893
311229,43.5392919274984,-123.28792976328268,1.0,350.0,231383.67026407018
311228,35.53098583638754,-119.18807039329766,1.0,350.0,207355.55689232564
311227,39.00293656591765,-93.73493709694452,1.0,350.0,141908.17060589165
311226,42.35992563926351,-88.00052452011288,1.0,150.0,146037.25802197968
309482,36.83921292277964,-121.39554278998855,1.0,350.0,215783.36126833793
309472,37.98977960021405,-121.69756073685744,1.0,180.0,215709.51242885977
309471,35.45786596731854,-79.15142571674193,1.0,150.0,159429.77454011005
309470,34.69911412220576,-79.8821816984971,1.0,150.0,157386.99175723
309469,34.21638867863879,-80.24846147155853,1.0,150.0,157004.1379694307
309468,42.18335682126252,-71.18777428626686,1.0,240.0,204202.91175683434
309467,42.20136278433358,-71.18890390926208,1.0,180.0,204223.83489980386
309379,34.13853417668945,-82.13121362784486,2.0,150.0,150861.04374285685
309378,34.902852224750134,-79.71125827333924,2.0,150.0,157735.08275348818
309377,33.968532006106074,-80.04545027635909,2.0,150.0,158610.15509914063
309376,33.87412619887124,-79.7552998100505,2.0,150.0,160250.37736304832
309249,32.97899335131942,-115.5384442513136,1.0,180.0,201510.43761929328
309178,38.49642636262331,-121.43159284547671,1.0,325.0,214037.54782297922
309177,38.59746087005309,-121.42196824300696,1.0,350.0,214003.1485525094
309170,39.32635900000025,-101.72670699999992,1.0,400.0,154157.81518830155
309168,34.992387083464536,-117.54076618034144,1.0,200.0,201855.18910022316
309167,35.34016706276604,-118.84278367046278,1.0,200.0,206246.0173357525
309166,34.495881662744,-118.62590990468692,1.0,200.0,208001.54165158386
309165,34.818293627961324,-118.88226842347608,1.0,200.0,207992.03187255046
309164,34.82380112806031,-118.87842964217847,1.0,200.0,207955.18262157825
309163,35.98712411066941,-119.96286721735132,1.0,200.0,210075.61465077373
309162,37.10459785786704,-121.01520227620512,1.0,200.0,213134.72875768325
309161,38.0519574856867,-121.37390710274916,1.0,200.0,213826.81696943028
309160,38.114984,-121.394141,1.0,200.0,213900.26428492396
309142,29.32564972113903,-96.12266805136898,10.0,400.0,168265.7048238119
309135,37.642403423206346,-122.40350615876116,4.0,120.0,220484.87646076255
309134,37.56776288296968,-84.3063031460672,1.0,180.0,142605.2330212116
309101,32.06392892572525,-84.25304860290669,1.0,62.0,153511.51806836386
309100,32.2824029999976,-83.46476299999767,1.0,62.0,154089.07351577538
309088,32.09036761630553,-84.6667086218339,1.0,62.5,152808.41204187958
309087,33.29357762562715,-85.47827818361208,1.0,80.0,147683.3906352976
309078,38.78429739017122,-121.28397801736388,4.0,19.2,213339.33678808936
309077,38.78404882954598,-121.2819677202544,4.0,19.2,213328.53553579593
309075,42.43093986125078,-83.4242923586132,2.0,60.0,150866.74041017157
309072,44.28445990895344,-73.98751574892695,4.0,200.0,193652.23059266587
309071,43.08273774135395,-79.05920344864197,4.0,200.0,166725.53564244803
309059,42.59089235729451,-83.48661256861095,2.0,180.0,151300.32985227834
309051,37.55283996698718,-121.9790903232084,1.0,350.0,217882.20750150608
