Date,ZIP Code,Model Year,Fuel,Make,Duty,Vehicles,ZIP,latitude,longitude
12/31/2023,90004,2021,Battery Electric,OTHER/UNK,Light,50,90004,34.0762187,-118.3109634
12/31/2023,90042,2017,Battery Electric,OTHER/UNK,Light,34,90042,34.1147494,-118.1919645
12/31/2023,90044,2017,Battery Electric,OTHER/UNK,Light,9,90044,33.9526526,-118.2920125
12/31/2023,91201,2017,Battery Electric,OTHER/UNK,Light,9,91201,34.1703805,-118.2889622
12/31/2023,91401,2017,Battery Electric,OTHER/UNK,Light,25,91401,34.178044,-118.4318859
12/31/2023,90003,2017,Battery Electric,OTHER/UNK,Light,4,90003,33.9640773,-118.2736836
12/31/2023,91331,2021,Battery Electric,OTHER/UNK,Light,14,91331,34.2560278,-118.4193967
12/31/2023,90723,2019,Battery Electric,OTHER/UNK,Light,8,90723,33.8976503,-118.1650961
12/31/2023,90004,2020,Battery Electric,OTHER/UNK,Light,14,90004,34.0762187,-118.3109634
12/31/2023,91402,2020,Battery Electric,OTHER/UNK,Light,14,91402,34.22409,-118.4448119
12/31/2023,90220,2022,Battery Electric,OTHER/UNK,Heavy,3,90220,33.8805843,-118.2359355
12/31/2023,90810,2023,Battery Electric,OTHER/UNK,Light,31,90810,33.8190582,-118.220959
12/31/2023,90602,2023,Battery Electric,OTHER/UNK,Light,57,90602,33.9731812,-118.0233672
12/31/2023,90065,2012,Battery Electric,OTHER/UNK,Light,4,90065,34.1086636,-118.2281108
12/31/2023,90068,2016,Battery Electric,OTHER/UNK,Light,27,90068,34.1279717,-118.3290444
12/31/2023,90293,2017,Battery Electric,OTHER/UNK,Light,13,90293,33.9464576,-118.441095
12/31/2023,90806,2015,Battery Electric,OTHER/UNK,Light,14,90806,33.8082061,-118.1779501
12/31/2023,90640,2016,Battery Electric,OTHER/UNK,Light,10,90640,34.0150099,-118.1110508
12/31/2023,90045,2016,Battery Electric,OTHER/UNK,Light,31,90045,33.9530094,-118.4002981
12/31/2023,90211,2017,Battery Electric,OTHER/UNK,Light,11,90211,34.0649562,-118.3829813
12/31/2023,91754,2015,Battery Electric,OTHER/UNK,Light,15,91754,34.0509981,-118.1444993
12/31/2023,90638,2016,Battery Electric,OTHER/UNK,Light,17,90638,33.9023657,-118.0090907
12/31/2023,90266,2016,Battery Electric,OTHER/UNK,Light,11,90266,33.8916143,-118.4033236
12/31/2023,90808,2017,Battery Electric,OTHER/UNK,Light,33,90808,33.8240614,-118.1123209
12/31/2023,91403,2019,Battery Electric,OTHER/UNK,Light,38,91403,34.1472054,-118.4630822
12/31/2023,90210,2015,Battery Electric,OTHER/UNK,Light,4,90210,34.1025082,-118.4150723
12/31/2023,91206,2016,Battery Electric,OTHER/UNK,Light,14,91206,34.1607382,-118.2130514
12/31/2023,91352,2014,Battery Electric,OTHER/UNK,Light,8,91352,34.2318387,-118.3660143
12/31/2023,90638,2014,Battery Electric,OTHER/UNK,Light,8,90638,33.9023657,-118.0090907
12/31/2023,91108,2019,Battery Electric,OTHER/UNK,Light,29,91108,34.1223356,-118.1135671
12/31/2023,90064,2016,Battery Electric,OTHER/UNK,Light,26,90064,34.0358208,-118.4265006
12/31/2023,90505,2019,Battery Electric,OTHER/UNK,Light,34,90505,33.8090206,-118.3477571
12/31/2023,91601,2018,Battery Electric,OTHER/UNK,Light,14,91601,34.1682712,-118.3722557
12/31/2023,90026,2023,Battery Electric,FORD,Light,11,90026,34.0788503,-118.2637062
12/31/2023,91406,2021,Battery Electric,FORD,Light,14,91406,34.1978905,-118.4899087
12/31/2023,91405,2022,Battery Electric,FORD,Light,29,91405,34.2015494,-118.4487208
12/31/2023,90278,2022,Battery Electric,FORD,Light,19,90278,33.8736054,-118.3702644
12/31/2023,90063,2022,Battery Electric,OTHER/UNK,Light,29,90063,34.0452484,-118.1857803
12/31/2023,90017,2022,Battery Electric,OTHER/UNK,Light,33,90017,34.0530983,-118.2645052
12/31/2023,90254,2021,Battery Electric,FORD,Light,13,90254,33.8648081,-118.3992715
12/31/2023,90232,2022,Battery Electric,OTHER/UNK,Light,60,90232,34.0186473,-118.3915775
12/31/2023,91754,2023,Battery Electric,OTHER/UNK,Light,110,91754,34.0509981,-118.1444993
12/31/2023,91042,2022,Battery Electric,OTHER/UNK,Light,62,91042,34.306863,-118.2570043
12/31/2023,91024,2021,Battery Electric,OTHER/UNK,Light,16,91024,34.1717087,-118.0466075
12/31/2023,90755,2022,Battery Electric,OTHER/UNK,Light,35,90755,33.8027151,-118.1674577
12/31/2023,90502,2021,Battery Electric,OTHER/UNK,Light,5,90502,33.835024,-118.2929072
12/31/2023,90402,2021,Battery Electric,OTHER/UNK,Light,44,90402,34.0349647,-118.5046657
12/31/2023,90033,2022,Battery Electric,OTHER/UNK,Light,25,90033,34.051189,-118.2116184
12/31/2023,90640,2024,Battery Electric,OTHER/UNK,Heavy,2,90640,34.0150099,-118.1110508
12/31/2023,90212,2023,Battery Electric,MERCEDES-BENZ,Light,45,90212,34.0621605,-118.4018817
12/31/2023,90716,2023,Battery Electric,OTHER/UNK,Light,7,90716,33.8304734,-118.0729587
12/31/2023,91040,2023,Battery Electric,OTHER/UNK,Light,80,91040,34.2586303,-118.3346126
12/31/2023,91103,2023,Battery Electric,OTHER/UNK,Light,79,91103,34.1674269,-118.164447
12/31/2023,91016,2023,Battery Electric,OTHER/UNK,Light,99,91016,34.1524939,-118.0006547
12/31/2023,90057,2023,Battery Electric,OTHER/UNK,Light,45,90057,34.0620568,-118.2770492
12/31/2023,91790,2022,Battery Electric,OTHER/UNK,Heavy,8,91790,34.0672293,-117.9378608
12/31/2023,90065,2018,Battery Electric,OTHER/UNK,Heavy,1,90065,34.1086636,-118.2281108
12/31/2023,90038,2022,Battery Electric,OTHER/UNK,Heavy,2,90038,34.0887831,-118.3266674
12/31/2023,90245,2022,Battery Electric,VOLVO,Heavy,26,90245,33.9170892,-118.4015267
12/31/2023,90245,2024,Battery Electric,VOLVO,Heavy,29,90245,33.9170892,-118.4015267
12/31/2023,91770,2021,Battery Electric,OTHER/UNK,Heavy,1,91770,34.0639147,-118.08359
12/31/2023,90068,2024,Battery Electric,OTHER/UNK,Light,25,90068,34.1279717,-118.3290444
12/31/2023,90019,2023,Battery Electric,OTHER/UNK,Light,121,90019,34.0486264,-118.3388842
12/31/2023,90077,2018,Battery Electric,TESLA,Light,68,90077,34.1054039,-118.4559539
12/31/2023,91733,2018,Battery Electric,TESLA,Light,16,91733,34.0454566,-118.0530828
12/31/2023,91504,2018,Battery Electric,TESLA,Light,36,91504,34.2135059,-118.3148031
12/31/2023,90277,2019,Battery Electric,TESLA,Light,73,90277,33.8296245,-118.3871662
12/31/2023,90048,2019,Battery Electric,TESLA,Light,37,90048,34.0728769,-118.3726545
12/31/2023,90247,2019,Battery Electric,TESLA,Light,22,90247,33.8915773,-118.2973475
12/31/2023,91202,2019,Battery Electric,TESLA,Light,23,91202,34.1822514,-118.2675676
12/31/2023,91801,2019,Battery Electric,TESLA,Light,38,91801,34.0909238,-118.127761
12/31/2023,91607,2020,Battery Electric,TESLA,Light,50,91607,34.1663458,-118.399864
12/31/2023,90703,2020,Battery Electric,TESLA,Light,136,90703,33.8679584,-118.0687317
12/31/2023,90266,2020,Battery Electric,TESLA,Light,185,90266,33.8916143,-118.4033236
12/31/2023,90404,2020,Battery Electric,TESLA,Light,39,90404,34.0266494,-118.473835
12/31/2023,91206,2020,Battery Electric,TESLA,Light,50,91206,34.1607382,-118.2130514
12/31/2023,90250,2021,Battery Electric,TESLA,Light,170,90250,33.9138121,-118.3499512
12/31/2023,91104,2021,Battery Electric,TESLA,Light,124,91104,34.1676428,-118.1234329
12/31/2023,90025,2021,Battery Electric,TESLA,Light,310,90025,34.0455351,-118.4458117
12/31/2023,91106,2021,Battery Electric,TESLA,Light,106,91106,34.1385709,-118.1282505
12/31/2023,90301,2021,Battery Electric,TESLA,Light,136,90301,33.9564643,-118.3586812
12/31/2023,91601,2021,Battery Electric,TESLA,Light,124,91601,34.1682712,-118.3722557
12/31/2023,91205,2021,Battery Electric,TESLA,Light,64,91205,34.1367762,-118.2433999
12/31/2023,91405,2021,Battery Electric,TESLA,Light,62,91405,34.2015494,-118.4487208
12/31/2023,90706,2022,Battery Electric,TESLA,Light,120,90706,33.8880236,-118.1270875
12/31/2023,90631,2022,Battery Electric,TESLA,Light,278,90631,33.9426577,-117.9512598
12/31/2023,91001,2022,Battery Electric,TESLA,Light,183,91001,34.1951937,-118.138598
12/31/2023,90606,2022,Battery Electric,TESLA,Light,28,90606,33.9773953,-118.0660829
12/31/2023,90247,2022,Battery Electric,TESLA,Light,97,90247,33.8915773,-118.2973475
12/31/2023,91732,2023,Battery Electric,TESLA,Light,330,91732,34.0724071,-118.0145239
12/31/2023,90272,2023,Battery Electric,TESLA,Light,416,90272,34.0793554,-118.5444933
12/31/2023,90212,2017,Battery Electric,OTHER/UNK,Light,14,90212,34.0621605,-118.4018817
12/31/2023,90036,2018,Battery Electric,TESLA,Light,50,90036,34.070178,-118.3497584
12/31/2023,90401,2019,Battery Electric,TESLA,Light,20,90401,34.0160989,-118.4924539
12/31/2023,90249,2020,Battery Electric,TESLA,Light,33,90249,33.9015151,-118.3170646
12/31/2023,90710,2020,Battery Electric,TESLA,Light,27,90710,33.7980659,-118.2992177
12/31/2023,91506,2021,Battery Electric,TESLA,Light,52,91506,34.1713096,-118.3238268
12/31/2023,90640,2021,Battery Electric,TESLA,Light,83,90640,34.0150099,-118.1110508
12/31/2023,90024,2017,Battery Electric,OTHER/UNK,Light,19,90024,34.0656447,-118.4352837
12/31/2023,91103,2018,Battery Electric,TESLA,Light,32,91103,34.1674269,-118.164447
12/31/2023,90008,2019,Battery Electric,TESLA,Light,15,90008,34.010365,-118.3428122
12/31/2023,91107,2017,Battery Electric,OTHER/UNK,Light,25,91107,34.1592511,-118.0868585
12/31/2023,91210,2018,Battery Electric,OTHER/UNK,Light,2,91210,34.1446528,-118.2580607
12/31/2023,91770,2017,Battery Electric,OTHER/UNK,Light,20,91770,34.0639147,-118.08359
12/31/2023,90266,2011,Battery Electric,OTHER/UNK,Light,5,90266,33.8916143,-118.4033236
12/31/2023,91790,2013,Battery Electric,OTHER/UNK,Light,6,91790,34.0672293,-117.9378608
12/31/2023,90020,2013,Battery Electric,OTHER/UNK,Light,3,90020,34.0663822,-118.3098315
12/31/2023,90805,2012,Battery Electric,OTHER/UNK,Light,4,90805,33.8649374,-118.1805268
12/31/2023,91423,2012,Battery Electric,OTHER/UNK,Light,2,91423,34.1491873,-118.4323795
12/31/2023,90056,2016,Battery Electric,OTHER/UNK,Light,10,90056,33.9935808,-118.3688386
12/31/2023,90650,2017,Battery Electric,OTHER/UNK,Light,30,90650,33.907022,-118.0825014
12/31/2023,91732,2017,Battery Electric,OTHER/UNK,Light,16,91732,34.0724071,-118.0145239
12/31/2023,90402,2015,Battery Electric,TESLA,Light,16,90402,34.0349647,-118.5046657
12/31/2023,90006,2016,Battery Electric,OTHER/UNK,Light,7,90006,34.0480942,-118.2940452
12/31/2023,91706,2016,Battery Electric,OTHER/UNK,Light,16,91706,34.096216,-117.9686189
12/31/2023,90746,2017,Battery Electric,OTHER/UNK,Light,17,90746,33.8585119,-118.2551634
12/31/2023,90717,2016,Battery Electric,OTHER/UNK,Light,8,90717,33.7934561,-118.3170541
12/31/2023,90056,2015,Battery Electric,OTHER/UNK,Light,11,90056,33.9935808,-118.3688386
12/31/2023,91204,2017,Battery Electric,OTHER/UNK,Light,12,91204,34.135557,-118.26094
12/31/2023,90067,2017,Battery Electric,OTHER/UNK,Light,19,90067,34.0564373,-118.4136903
12/31/2023,91101,2017,Battery Electric,OTHER/UNK,Light,16,91101,34.1467715,-118.1389217
12/31/2023,90059,2016,Battery Electric,OTHER/UNK,Light,4,90059,33.927029,-118.2491105
12/31/2023,90013,2016,Battery Electric,OTHER/UNK,Light,8,90013,34.0443117,-118.2400266
12/31/2023,90254,2018,Battery Electric,TESLA,Light,99,90254,33.8648081,-118.3992715
12/31/2023,91006,2018,Battery Electric,TESLA,Light,163,91006,34.1351722,-118.0266625
12/31/2023,90405,2018,Battery Electric,TESLA,Light,117,90405,34.0110566,-118.4722614
12/31/2023,90272,2021,Battery Electric,TESLA,Light,312,90272,34.0793554,-118.5444933
12/31/2023,90067,2020,Battery Electric,OTHER/UNK,Light,25,90067,34.0564373,-118.4136903
12/31/2023,90029,2019,Battery Electric,OTHER/UNK,Light,21,90029,34.0898749,-118.2946307
12/31/2023,90242,2018,Battery Electric,OTHER/UNK,Light,13,90242,33.9220933,-118.1416696
12/31/2023,90505,2021,Battery Electric,OTHER/UNK,Light,42,90505,33.8090206,-118.3477571
12/31/2023,91803,2018,Battery Electric,OTHER/UNK,Light,20,91803,34.0748784,-118.1462429
12/31/2023,90717,2018,Battery Electric,OTHER/UNK,Light,16,90717,33.7934561,-118.3170541
12/31/2023,90071,2017,Battery Electric,OTHER/UNK,Light,2,90071,34.0523793,-118.2552091
12/31/2023,90065,2015,Battery Electric,OTHER/UNK,Light,17,90065,34.1086636,-118.2281108
12/31/2023,90254,2023,Battery Electric,OTHER/UNK,Light,107,90254,33.8648081,-118.3992715
12/31/2023,90007,2023,Battery Electric,OTHER/UNK,Light,46,90007,34.0281645,-118.2848289
12/31/2023,91405,2022,Battery Electric,OTHER/UNK,Light,48,91405,34.2015494,-118.4487208
12/31/2023,90405,2023,Battery Electric,OTHER/UNK,Light,110,90405,34.0110566,-118.4722614
12/31/2023,91105,2014,Battery Electric,OTHER/UNK,Light,11,91105,34.1404996,-118.1671245
12/31/2023,90807,2014,Battery Electric,OTHER/UNK,Light,12,90807,33.8309693,-118.1811384
12/31/2023,90069,2014,Battery Electric,TESLA,Light,13,90069,34.0939535,-118.3815305
12/31/2023,90029,2014,Battery Electric,OTHER/UNK,Light,3,90029,34.0898749,-118.2946307
12/31/2023,90301,2014,Battery Electric,OTHER/UNK,Light,10,90301,33.9564643,-118.3586812
12/31/2023,91401,2016,Battery Electric,OTHER/UNK,Light,19,91401,34.178044,-118.4318859
12/31/2023,90292,2019,Battery Electric,TESLA,Light,66,90292,33.977027,-118.4496027
12/31/2023,90210,2020,Battery Electric,TESLA,Light,118,90210,34.1025082,-118.4150723
12/31/2023,91030,2018,Battery Electric,TESLA,Light,115,91030,34.1103024,-118.1574383
12/31/2023,91016,2020,Battery Electric,TESLA,Light,64,91016,34.1524939,-118.0006547
12/31/2023,90058,2018,Battery Electric,OTHER/UNK,Light,5,90058,34.0026125,-118.2144985
12/31/2023,90047,2016,Battery Electric,OTHER/UNK,Light,19,90047,33.9545377,-118.3090195
12/31/2023,91745,2017,Battery Electric,OTHER/UNK,Light,21,91745,33.9992497,-117.9722519
12/31/2023,90230,2018,Battery Electric,OTHER/UNK,Light,26,90230,33.9969705,-118.3947783
12/31/2023,90701,2019,Battery Electric,OTHER/UNK,Light,4,90701,33.8676054,-118.0806306
12/31/2023,90806,2019,Battery Electric,OTHER/UNK,Light,3,90806,33.8082061,-118.1779501
12/31/2023,90807,2016,Battery Electric,OTHER/UNK,Light,22,90807,33.8309693,-118.1811384
12/31/2023,91203,2021,Battery Electric,TESLA,Light,59,91203,34.1529081,-118.2635168
12/31/2023,90503,2021,Battery Electric,TESLA,Light,158,90503,33.8408874,-118.353771
12/31/2023,90037,2019,Battery Electric,OTHER/UNK,Light,2,90037,34.0026603,-118.2875072
12/31/2023,90247,2016,Battery Electric,OTHER/UNK,Light,4,90247,33.8915773,-118.2973475
12/31/2023,90305,2017,Battery Electric,OTHER/UNK,Light,7,90305,33.9582989,-118.33112
12/31/2023,90038,2021,Battery Electric,TESLA,Light,81,90038,34.0887831,-118.3266674
12/31/2023,90712,2021,Battery Electric,TESLA,Light,66,90712,33.848954,-118.1468692
12/31/2023,90025,2022,Battery Electric,OTHER/UNK,Light,91,90025,34.0455351,-118.4458117
12/31/2023,90403,2023,Battery Electric,OTHER/UNK,Light,97,90403,34.0302285,-118.4914025
12/31/2023,90503,2023,Battery Electric,OTHER/UNK,Light,107,90503,33.8408874,-118.353771
12/31/2023,90094,2023,Battery Electric,OTHER/UNK,Light,99,90094,33.9752679,-118.4182681
12/31/2023,91605,2022,Battery Electric,OTHER/UNK,Light,65,91605,34.2069664,-118.4006571
12/31/2023,90033,2023,Battery Electric,OTHER/UNK,Light,33,90033,34.051189,-118.2116184
12/31/2023,90210,2024,Battery Electric,OTHER/UNK,Light,28,90210,34.1025082,-118.4150723
12/31/2023,91776,2023,Battery Electric,OTHER/UNK,Light,85,91776,34.0898428,-118.0951733
12/31/2023,91011,2023,Battery Electric,RIVIAN,Light,21,91011,34.2175576,-118.2034276
12/31/2023,91423,2023,Battery Electric,RIVIAN,Light,12,91423,34.1491873,-118.4323795
12/31/2023,90245,2024,Battery Electric,OTHER/UNK,Light,11,90245,33.9170892,-118.4015267
12/31/2023,90067,2022,Battery Electric,OTHER/UNK,Light,33,90067,34.0564373,-118.4136903
12/31/2023,90503,2022,Battery Electric,OTHER/UNK,Light,56,90503,33.8408874,-118.353771
12/31/2023,90248,2023,Battery Electric,TESLA,Light,78,90248,33.8768717,-118.2836579
12/31/2023,91502,2022,Battery Electric,TESLA,Light,37,91502,34.1768368,-118.3093604
12/31/2023,91801,2022,Battery Electric,TESLA,Light,222,91801,34.0909238,-118.127761
12/31/2023,91731,2022,Battery Electric,TESLA,Light,66,91731,34.0791547,-118.0404903
12/31/2023,90032,2022,Battery Electric,TESLA,Light,77,90032,34.0793131,-118.1783356
12/31/2023,90232,2022,Battery Electric,TESLA,Light,98,90232,34.0186473,-118.3915775
12/31/2023,90017,2022,Battery Electric,TESLA,Light,95,90017,34.0530983,-118.2645052
12/31/2023,90604,2022,Battery Electric,TESLA,Light,87,90604,33.9300832,-118.0122315
12/31/2023,91780,2012,Battery Electric,OTHER/UNK,Light,3,91780,34.1015089,-118.0558587
12/31/2023,90277,2022,Battery Electric,OTHER/UNK,Light,70,90277,33.8296245,-118.3871662
12/31/2023,91201,2023,Battery Electric,NISSAN,Light,13,91201,34.1703805,-118.2889622
12/31/2023,90604,2011,Battery Electric,OTHER/UNK,Light,2,90604,33.9300832,-118.0122315
12/31/2023,91775,2011,Battery Electric,OTHER/UNK,Light,5,91775,34.1145148,-118.0894876
12/31/2023,90027,2012,Battery Electric,OTHER/UNK,Light,3,90027,34.1251712,-118.2904963
12/31/2023,90042,2011,Battery Electric,OTHER/UNK,Light,4,90042,34.1147494,-118.1919645
12/31/2023,90712,2012,Battery Electric,OTHER/UNK,Light,3,90712,33.848954,-118.1468692
12/31/2023,90041,2011,Battery Electric,OTHER/UNK,Light,5,90041,34.137546,-118.2074407
12/31/2023,91331,2012,Battery Electric,OTHER/UNK,Light,4,91331,34.2560278,-118.4193967
12/31/2023,91733,2012,Battery Electric,OTHER/UNK,Light,1,91733,34.0454566,-118.0530828
12/31/2023,90278,2012,Battery Electric,OTHER/UNK,Light,8,90278,33.8736054,-118.3702644
12/31/2023,90028,2012,Battery Electric,OTHER/UNK,Light,3,90028,34.0998114,-118.3268365
12/31/2023,90044,2023,Battery Electric,TOYOTA,Light,11,90044,33.9526526,-118.2920125
12/31/2023,91602,2015,Battery Electric,OTHER/UNK,Light,12,91602,34.1508283,-118.3662569
12/31/2023,90211,2014,Battery Electric,OTHER/UNK,Light,10,90211,34.0649562,-118.3829813
12/31/2023,91024,2016,Battery Electric,OTHER/UNK,Light,17,91024,34.1717087,-118.0466075
12/31/2023,90041,2015,Battery Electric,OTHER/UNK,Light,15,90041,34.137546,-118.2074407
12/31/2023,91602,2016,Battery Electric,OTHER/UNK,Light,15,91602,34.1508283,-118.3662569
12/31/2023,90723,2015,Battery Electric,OTHER/UNK,Light,8,90723,33.8976503,-118.1650961
12/31/2023,91706,2015,Battery Electric,OTHER/UNK,Light,6,91706,34.096216,-117.9686189
12/31/2023,90250,2021,Battery Electric,OTHER/UNK,Light,22,90250,33.9138121,-118.3499512
12/31/2023,90606,2020,Battery Electric,OTHER/UNK,Light,9,90606,33.9773953,-118.0660829
12/31/2023,90015,2021,Battery Electric,OTHER/UNK,Light,22,90015,34.0393093,-118.2662548
12/31/2023,90710,2020,Battery Electric,OTHER/UNK,Light,6,90710,33.7980659,-118.2992177
12/31/2023,90047,2021,Battery Electric,OTHER/UNK,Light,18,90047,33.9545377,-118.3090195
12/31/2023,90807,2019,Battery Electric,OTHER/UNK,Light,28,90807,33.8309693,-118.1811384
12/31/2023,90242,2021,Battery Electric,OTHER/UNK,Light,17,90242,33.9220933,-118.1416696
12/31/2023,91007,2021,Battery Electric,OTHER/UNK,Light,22,91007,34.1283836,-118.0481766
12/31/2023,91202,2022,Battery Electric,OTHER/UNK,Light,55,91202,34.1822514,-118.2675676
12/31/2023,90066,2023,Battery Electric,HYUNDAI,Light,21,90066,34.0016696,-118.4310061
12/31/2023,90808,2023,Battery Electric,HYUNDAI,Light,24,90808,33.8240614,-118.1123209
12/31/2023,91203,2024,Battery Electric,OTHER/UNK,Light,23,91203,34.1529081,-118.2635168
12/31/2023,90247,2022,Battery Electric,OTHER/UNK,Light,30,90247,33.8915773,-118.2973475
12/31/2023,91007,2024,Battery Electric,OTHER/UNK,Light,14,91007,34.1283836,-118.0481766
12/31/2023,90650,2018,Battery Electric,OTHER/UNK,Light,18,90650,33.907022,-118.0825014
12/31/2023,91801,2017,Battery Electric,OTHER/UNK,Light,27,91801,34.0909238,-118.127761
12/31/2023,90059,2017,Battery Electric,OTHER/UNK,Light,4,90059,33.927029,-118.2491105
12/31/2023,91030,2020,Battery Electric,OTHER/UNK,Light,16,91030,34.1103024,-118.1574383
12/31/2023,90601,2020,Battery Electric,OTHER/UNK,Light,11,90601,34.0078375,-118.032873
12/31/2023,91754,2020,Battery Electric,OTHER/UNK,Light,8,91754,34.0509981,-118.1444993
12/31/2023,90015,2019,Battery Electric,OTHER/UNK,Light,13,90015,34.0393093,-118.2662548
12/31/2023,90603,2019,Battery Electric,OTHER/UNK,Light,8,90603,33.9448663,-117.9923377
12/31/2023,90044,2016,Battery Electric,OTHER/UNK,Light,10,90044,33.9526526,-118.2920125
12/31/2023,90503,2016,Battery Electric,OTHER/UNK,Light,18,90503,33.8408874,-118.353771
12/31/2023,91423,2018,Battery Electric,OTHER/UNK,Light,15,91423,34.1491873,-118.4323795
12/31/2023,90745,2021,Battery Electric,OTHER/UNK,Light,19,90745,33.8211807,-118.2646029
12/31/2023,91504,2021,Battery Electric,OTHER/UNK,Light,32,91504,34.2135059,-118.3148031
12/31/2023,91106,2022,Battery Electric,OTHER/UNK,Light,50,91106,34.1385709,-118.1282505
12/31/2023,91316,2021,Battery Electric,OTHER/UNK,Light,38,91316,34.1583267,-118.5165848
12/31/2023,90255,2022,Battery Electric,OTHER/UNK,Light,13,90255,33.97697,-118.2172764
12/31/2023,90066,2023,Battery Electric,VINFAST,Light,228,90066,34.0016696,-118.4310061
12/31/2023,91108,2023,Battery Electric,OTHER/UNK,Light,92,91108,34.1223356,-118.1135671
12/31/2023,91411,2022,Battery Electric,OTHER/UNK,Light,42,91411,34.1785171,-118.4596299
12/31/2023,91745,2022,Battery Electric,OTHER/UNK,Light,57,91745,33.9992497,-117.9722519
12/31/2023,90014,2022,Battery Electric,OTHER/UNK,Light,16,90014,34.0430056,-118.2518996
12/31/2023,90045,2021,Battery Electric,OTHER/UNK,Light,57,90045,33.9530094,-118.4002981
12/31/2023,91601,2024,Battery Electric,OTHER/UNK,Light,25,91601,34.1682712,-118.3722557
12/31/2023,91706,2024,Battery Electric,OTHER/UNK,Light,7,91706,34.096216,-117.9686189
12/31/2023,90046,2021,Battery Electric,AUDI,Light,17,90046,34.1075914,-118.365712
12/31/2023,90006,2022,Battery Electric,OTHER/UNK,Light,26,90006,34.0480942,-118.2940452
12/31/2023,90006,2021,Battery Electric,OTHER/UNK,Light,8,90006,34.0480942,-118.2940452
12/31/2023,91006,2019,Battery Electric,OTHER/UNK,Light,28,91006,34.1351722,-118.0266625
12/31/2023,90230,2021,Battery Electric,OTHER/UNK,Light,23,90230,33.9969705,-118.3947783
12/31/2023,90058,2021,Battery Electric,OTHER/UNK,Light,20,90058,34.0026125,-118.2144985
12/31/2023,91606,2022,Battery Electric,OTHER/UNK,Light,60,91606,34.1865232,-118.3886066
12/31/2023,90602,2019,Battery Electric,OTHER/UNK,Light,13,90602,33.9731812,-118.0233672
12/31/2023,90266,2023,Battery Electric,OTHER/UNK,Light,109,90266,33.8916143,-118.4033236
12/31/2023,90026,2023,Battery Electric,OTHER/UNK,Light,105,90026,34.0788503,-118.2637062
12/31/2023,91607,2024,Battery Electric,OTHER/UNK,Light,29,91607,34.1663458,-118.399864
12/31/2023,90013,2024,Battery Electric,OTHER/UNK,Light,11,90013,34.0443117,-118.2400266
12/31/2023,91423,2015,Battery Electric,OTHER/UNK,Light,8,91423,34.1491873,-118.4323795
12/31/2023,90036,2017,Battery Electric,OTHER/UNK,Light,31,90036,34.070178,-118.3497584
12/31/2023,90048,2023,Battery Electric,BMW,Light,21,90048,34.0728769,-118.3726545
12/31/2023,90212,2023,Battery Electric,BMW,Light,11,90212,34.0621605,-118.4018817
12/31/2023,91201,2024,Battery Electric,OTHER/UNK,Light,19,91201,34.1703805,-118.2889622
12/31/2023,91214,2024,Battery Electric,OTHER/UNK,Light,31,91214,34.2375495,-118.2478097
12/31/2023,90403,2024,Battery Electric,OTHER/UNK,Light,22,90403,34.0302285,-118.4914025
12/31/2023,91776,2018,Battery Electric,OTHER/UNK,Light,17,91776,34.0898428,-118.0951733
12/31/2023,90046,2020,Battery Electric,OTHER/UNK,Light,26,90046,34.1075914,-118.365712
12/31/2023,90210,2021,Battery Electric,OTHER/UNK,Light,35,90210,34.1025082,-118.4150723
12/31/2023,90254,2019,Battery Electric,OTHER/UNK,Light,36,90254,33.8648081,-118.3992715
12/31/2023,90746,2014,Battery Electric,OTHER/UNK,Light,9,90746,33.8585119,-118.2551634
12/31/2023,90712,2014,Battery Electric,OTHER/UNK,Light,7,90712,33.848954,-118.1468692
12/31/2023,90703,2017,Battery Electric,OTHER/UNK,Light,20,90703,33.8679584,-118.0687317
12/31/2023,90631,2017,Battery Electric,OTHER/UNK,Light,29,90631,33.9426577,-117.9512598
12/31/2023,90039,2016,Battery Electric,OTHER/UNK,Light,26,90039,34.1124562,-118.261548
12/31/2023,90305,2014,Battery Electric,OTHER/UNK,Light,4,90305,33.9582989,-118.33112
12/31/2023,90305,2018,Battery Electric,OTHER/UNK,Light,14,90305,33.9582989,-118.33112
12/31/2023,90254,2021,Battery Electric,OTHER/UNK,Light,34,90254,33.8648081,-118.3992715
12/31/2023,90024,2024,Battery Electric,OTHER/UNK,Light,16,90024,34.0656447,-118.4352837
12/31/2023,90623,2022,Battery Electric,OTHER/UNK,Light,31,90623,33.8503602,-118.0408728
12/31/2023,91423,2024,Battery Electric,OTHER/UNK,Light,30,91423,34.1491873,-118.4323795
12/31/2023,90028,2023,Battery Electric,OTHER/UNK,Light,110,90028,34.0998114,-118.3268365
12/31/2023,90670,2021,Battery Electric,OTHER/UNK,Light,12,90670,33.9328315,-118.0626132
12/31/2023,90071,2022,Battery Electric,OTHER/UNK,Light,12,90071,34.0523793,-118.2552091
12/31/2023,90069,2021,Battery Electric,OTHER/UNK,Light,29,90069,34.0939535,-118.3815305
12/31/2023,91011,2021,Battery Electric,OTHER/UNK,Light,50,91011,34.2175576,-118.2034276
12/31/2023,90293,2021,Battery Electric,OTHER/UNK,Light,19,90293,33.9464576,-118.441095
12/31/2023,90706,2021,Battery Electric,OTHER/UNK,Light,23,90706,33.8880236,-118.1270875
12/31/2023,91755,2016,Battery Electric,OTHER/UNK,Light,9,91755,34.0483341,-118.114937
